figure,printed_panel,build_path,source_dir,source_file,source_script,source_data,printed_rect_mm,reproduces_published,note,verdict,verdict_date,evidence,verdict_note
S3,F,built,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_F,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_F/panel_S3_F.svg,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_F/create_S3_F_metaprogram_heatmap.py,NMF_PER_SAMPLE; NMF_INTERMEDIATE; data/loadings.csv,,yes,"Renumbered S2 F -> S3 F on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: 'text overlaps the plot'): 171 x 36 mm, the row colour strip moved clear of the S-MP tick labels (0.8 mm gap measured in the script); comparator: the five strip rectangles only (scratchpad/r41w3). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S2_CEACAM_Metaprogram_Validation/S2_F/create_S2_F_metaprogram_heatmap.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S2_CEACAM_Metaprogram_Validation/S2_G/create_S2_G_metaprogram_heatmap.py (submission-tree directory letter G; the printed letter is F) restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. No title, as the printed page (REMOVALS_S1_S6).",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S3,G,built,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_G,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_G/panel_S3_G.svg,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_G/create_S3_G_stomach_jaccard_heatmap.py,NMF_INTERMEDIATE,,yes,"Renumbered S2 G -> S3 G on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: 'text overlaps the plot'): the MP1-MP5/Other labels stacked in the empty upper triangle, none reaching the diagonal (measured in the script), regular weight; comparator: the six label positions only (scratchpad/r41w3). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S2_CEACAM_Metaprogram_Validation/S2_G/create_S2_G_stomach_jaccard_heatmap.py, a copy of Main_Figures/02_Figure_2/02_P/create_stomach_jaccard_heatmap.py (dropped from Figure 2 before submission; printed as S2 G) restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. Reads the Jaccard matrix and assignments directly. The block names stand once each in the empty upper triangle (as the printed page set them) where the predecessor wrote each twice into the colour bars: the comparator reports 6 texts against 12 and their positions; the matrix, the bars and the dashed block edges compare identical.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S3,H,built,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_H,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_H/panel_S3_H.svg,Supplementary_New/S3_CEACAM_Metaprogram_Validation/S3_H/create_S3_H_tcga_survival.py,TCGA_BAYESPRISM_EPI; TCGA_CLINICAL; data/km_curves.csv,,yes,"Renumbered S2 H -> S3 H on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: 'H can shrink to make room for G'): 95 x 48 mm beside G; comparator IDENTICAL (scratchpad/r41w3). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S2_CEACAM_Metaprogram_Validation/S2_H/create_S2_H_tcga_survival.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S2_CEACAM_Metaprogram_Validation/S2_D/create_S2_D_survival.py (submission-tree directory letter D; the printed letter is H) restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. Kaplan-Meier survival functions cached from lifelines and drawn steps-post; each box titled with the cohort as the page set it, the suptitle removed (RENAMES/REMOVALS_S1_S6).",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S4,A,built,Supplementary_New/S4_CD8_TCells/S4_A,Supplementary_New/S4_CD8_TCells/S4_A/panel_S4_A.svg,Supplementary_New/S4_CD8_TCells/S4_A/create_S4_A_cd8_dotplot.py,TCD8_H5AD; data/dot_frames.csv,,yes,"Renumbered S3 A -> S4 A on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: 'A can stretch across a row'): 160 x 46 mm; comparator IDENTICAL (scratchpad/r41w3). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S3_CD8_TCells/S3_A/create_S3_A_cd8_dotplot.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S3_CD8_TCells/S3_A/create_S3_A_cd8_dotplot.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. scanpy DotPlot from cached frames (_drivers/_dotplot.py); key axes through cnsfig.legend.scanpy_compact_key (geometry only; the matrix axes compare identical).",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S4,B,built,Supplementary_New/S4_CD8_TCells/S4_B,Supplementary_New/S4_CD8_TCells/S4_B/panel_S4_B.svg,Supplementary_New/S4_CD8_TCells/S4_B/create_S4_B_cd8_pdcd1_umap.py,TCD8_H5AD; data/cells.csv,,yes,"Renumbered S3 B -> S4 B on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S3_CD8_TCells/S3_B/create_S3_B_cd8_pdcd1_umap.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S3_CD8_TCells/S3_B/create_S3_B_cd8_pdcd1_umap.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. Drawn by _drivers/_feature_umap.py in scanpy 1.9.6's cell order (offsets identical).",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S4,C,built,Supplementary_New/S4_CD8_TCells/S4_C,Supplementary_New/S4_CD8_TCells/S4_C/panel_S4_C.svg,Supplementary_New/S4_CD8_TCells/S4_C/create_S4_C_cd8_havcr2_umap.py,TCD8_H5AD; data/cells.csv,,yes,"Renumbered S3 C -> S4 C on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S3_CD8_TCells/S3_C/create_S3_C_cd8_havcr2_umap.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S3_CD8_TCells/S3_C/create_S3_C_cd8_havcr2_umap.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. As B.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S4,D,built,Supplementary_New/S4_CD8_TCells/S4_D,Supplementary_New/S4_CD8_TCells/S4_D/panel_S4_D.svg,Supplementary_New/S4_CD8_TCells/S4_D/create_S4_D_cd8_tex_score_umap.py,TCD8_H5AD; data/cells.csv,,yes,"Renumbered S3 D -> S4 D on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S3_CD8_TCells/S3_D/create_S3_D_cd8_tex_score_umap.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S3_CD8_TCells/S3_D/create_S3_D_cd8_tex_score_umap.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. As B; the Tex score is computed once into the table (score_genes at its default random_state).",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S4,E,built,Supplementary_New/S4_CD8_TCells/S4_E,Supplementary_New/S4_CD8_TCells/S4_E/S4_E_adaptive_composition.svg,Supplementary_New/_drivers/draw_adaptive_immune_resource.py; 02_New_Analyses/09_R2.2_Adaptive_Immune/scripts/adaptive_immune_resource.py,,,yes,"Renumbered S3 E -> S4 E on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Drawn at the millimetre size it prints at by Supplementary_New/_drivers/draw_adaptive_immune_resource.py, which imports the analysis module named in source_script for its constants and reads the tables that module's main() already wrote; no statistic is recomputed and no matrix is reopened except where the original panel function was itself given one. Carries the content of S10D of the previous supplementary set, at the new letter. Not assembled into a figure of its own. Drawn at print size and spliced below the submitted S3 page by Supplementary_Fixes/patch_S3_add_adaptive.py, which keeps that page unaltered above the join. Round 39 (2026-09-15, evening): written into Supplementary_New/S3_CD8_TCells/S3_E and assembled into S3 with the four redrawn panels; Supplementary_Fixes/patch_S3_add_adaptive.py and the _S3_E_strip are retired.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S5,A,built,Supplementary_New/S5_Spatial_Validation/S5_A,Supplementary_New/S5_Spatial_Validation/S5_A/panel_S5_A.svg,Supplementary_New/S5_Spatial_Validation/S5_A/create_S5_A_ceacam_ratio_all_samples.py,SPATIAL_SPOT_DATA,,yes,"Renumbered S4 A -> S5 A on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S4_Spatial_Validation/S4_A/create_S4_A_ceacam_ratio_all_samples.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S4_Spatial_Validation/S4_A/create_S4_A_ceacam_ratio_all_samples.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. Drawn by _drivers/_spatial_gallery.py from the per-spot table directly. The submitted S4 was a hand-edited page (00_GROUND_TRUTH/README.md, amendment 2026-09-10: footnote deleted, letters re-set; the author's ruling then was to ship it as it was). The redraw of 2026-09-15 (evening) is the author's later ruling on the supplementary type; it draws what the page shows - GC6-PM without asterisk or footnote (RENAMES/REMOVALS_S1_S6) - from the submission-tree script's own values.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S5,B,built,Supplementary_New/S5_Spatial_Validation/S5_B,Supplementary_New/S5_Spatial_Validation/S5_B/panel_S5_B.svg,Supplementary_New/S5_Spatial_Validation/S5_B/create_S5_B_momac_fraction_all_samples.py,SPATIAL_SPOT_DATA,,yes,"Renumbered S4 B -> S5 B on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S4_Spatial_Validation/S4_B/create_S4_B_momac_fraction_all_samples.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S4_Spatial_Validation/S4_B/create_S4_B_momac_fraction_all_samples.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. As A.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S5,C,built,Supplementary_New/S5_Spatial_Validation/S5_C,Supplementary_New/S5_Spatial_Validation/S5_C/panel_S5_C.svg,Supplementary_New/S5_Spatial_Validation/S5_C/create_S5_C_epithelial_density_all_samples.py,SPATIAL_SPOT_DATA,,yes,"Renumbered S4 C -> S5 C on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S4_Spatial_Validation/S4_C/create_S4_C_epithelial_density_all_samples.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S4_Spatial_Validation/S4_C/create_S4_C_epithelial_density_all_samples.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. As A.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S5,D,built,Supplementary_New/S5_Spatial_Validation/S5_D,Supplementary_New/S5_Spatial_Validation/S5_D/panel_S5_D.svg,Supplementary_New/S5_Spatial_Validation/S5_D/create_S5_D_distance_to_stroma.py,SPATIAL_SPOT_DATA,,yes,"Renumbered S4 D -> S5 D on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S4_Spatial_Validation/S4_D/create_S4_D_distance_to_stroma.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S4_Spatial_Validation/S4_D/create_S4_D_distance_to_stroma.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. As A.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S5,E,built,Supplementary_New/S5_Spatial_Validation/S5_E,Supplementary_New/S5_Spatial_Validation/S5_E/panel_S5_E.svg,Supplementary_New/S5_Spatial_Validation/S5_E/create_S5_E_distance_to_immune.py,SPATIAL_SPOT_DATA,,yes,"Renumbered S4 E -> S5 E on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S4_Spatial_Validation/S4_E/create_S4_E_distance_to_immune.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S4_Spatial_Validation/S4_E/create_S4_E_distance_to_immune.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. As A.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S5,F,built,Supplementary_New/S5_Spatial_Validation/S5_F,Supplementary_New/S5_Spatial_Validation/S5_F/panel_S5_F.svg,Supplementary_New/S5_Spatial_Validation/S5_F/create_S5_F_stacked_deconvolution.py,SPATIAL_SPOT_DATA,,yes,"Renumbered S4 F -> S5 F on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: 'squeeze F up so the page is 3 x 2'): 80 x 40 mm beside E, key in one column at the right, title on two lines (declared rename); comparator IDENTICAL (scratchpad/r41w3). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S4_Spatial_Validation/S4_F/create_S4_F_stacked_deconvolution.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S4_Spatial_Validation/S4_F/create_S4_F_stacked_deconvolution.py restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. Reads the per-spot table directly; the key at the right in two columns (cnsfig.legend.group_key) replaces the axes legend (the comparator reports 'legend missing'; the fourteen names are the same).",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S6,A,built,Supplementary_New/S6_Immune_Modules/S6_A,Supplementary_New/S6_Immune_Modules/S6_A/panel_S6_A.svg,Supplementary_New/S6_Immune_Modules/create_S6_module_boxplots.py,FIG4_MODULE_PROPORTIONS; FIG4_CLINICAL_METADATA; data/module_samples.csv; data/tests.csv,,yes,"Renumbered S5 A -> S6 A on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: box plots alike throughout): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); the pairwise labels through p_text_kw (P = 0.xx where the panel printed ns); fliers now drawn; comparator against ba16ba3 with the set-based box proof: box statistics, whiskers, medians and strings identical (scratchpad/r41w3/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S5_Immune_Modules/create_S5_module_boxplots.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S5_Immune_Modules/create_S5_module_boxplots.py (one script for the five panels) restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. P labels as the page prints them (star below 0.05, 'ns' above), the predecessor's own ladder; all five figures compare identical.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S6,B,built,Supplementary_New/S6_Immune_Modules/S6_B,Supplementary_New/S6_Immune_Modules/S6_B/panel_S6_B.svg,Supplementary_New/S6_Immune_Modules/create_S6_module_boxplots.py,FIG4_MODULE_PROPORTIONS; FIG4_CLINICAL_METADATA; data/module_samples.csv; data/tests.csv,,yes,"Renumbered S5 B -> S6 B on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: box plots alike throughout): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); the pairwise labels through p_text_kw (P = 0.xx where the panel printed ns); fliers now drawn; comparator against ba16ba3 with the set-based box proof: box statistics, whiskers, medians and strings identical (scratchpad/r41w3/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S5_Immune_Modules/create_S5_module_boxplots.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S5_Immune_Modules/create_S5_module_boxplots.py (one script for the five panels) restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. P labels as the page prints them (star below 0.05, 'ns' above), the predecessor's own ladder; all five figures compare identical.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S6,C,built,Supplementary_New/S6_Immune_Modules/S6_C,Supplementary_New/S6_Immune_Modules/S6_C/panel_S6_C.svg,Supplementary_New/S6_Immune_Modules/create_S6_module_boxplots.py,FIG4_MODULE_PROPORTIONS; FIG4_CLINICAL_METADATA; data/module_samples.csv; data/tests.csv,,yes,"Renumbered S5 C -> S6 C on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: box plots alike throughout): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); the pairwise labels through p_text_kw (P = 0.xx where the panel printed ns); fliers now drawn; comparator against ba16ba3 with the set-based box proof: box statistics, whiskers, medians and strings identical (scratchpad/r41w3/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S5_Immune_Modules/create_S5_module_boxplots.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S5_Immune_Modules/create_S5_module_boxplots.py (one script for the five panels) restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. P labels as the page prints them (star below 0.05, 'ns' above), the predecessor's own ladder; all five figures compare identical.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S6,D,built,Supplementary_New/S6_Immune_Modules/S6_D,Supplementary_New/S6_Immune_Modules/S6_D/panel_S6_D.svg,Supplementary_New/S6_Immune_Modules/create_S6_module_boxplots.py,FIG4_MODULE_PROPORTIONS; FIG4_CLINICAL_METADATA; data/module_samples.csv; data/tests.csv,,yes,"Renumbered S5 D -> S6 D on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: box plots alike throughout): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); the pairwise labels through p_text_kw (P = 0.xx where the panel printed ns); fliers now drawn; comparator against ba16ba3 with the set-based box proof: box statistics, whiskers, medians and strings identical (scratchpad/r41w3/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S5_Immune_Modules/create_S5_module_boxplots.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S5_Immune_Modules/create_S5_module_boxplots.py (one script for the five panels) restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. P labels as the page prints them (star below 0.05, 'ns' above), the predecessor's own ladder; all five figures compare identical.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
S6,E,built,Supplementary_New/S6_Immune_Modules/S6_E,Supplementary_New/S6_Immune_Modules/S6_E/panel_S6_E.svg,Supplementary_New/S6_Immune_Modules/create_S6_module_boxplots.py,FIG4_MODULE_PROPORTIONS; FIG4_CLINICAL_METADATA; data/module_samples.csv; data/tests.csv,,yes,"Renumbered S5 E -> S6 E on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: box plots alike throughout): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); the pairwise labels through p_text_kw (P = 0.xx where the panel printed ns); fliers now drawn; comparator against ba16ba3 with the set-based box proof: box statistics, whiskers, medians and strings identical (scratchpad/r41w3/). Redrawn at 1:1 on 2026-09-15 (evening; the author's fourth reading: the supplementary type) by Supplementary_New/S5_Immune_Modules/create_S5_module_boxplots.py, a copy of submission-tree/03_Final_Panels/10_Supplementaries/S5_Immune_Modules/create_S5_module_boxplots.py (one script for the five panels) restyled on panel_style_cns at the millimetres it prints at; the numbers are read from data/*.csv (cnsfig.cache) and the source is opened only with --recompute. compare_panel_content.py against the predecessor: every plotted value identical; string changes, if any, declared in labels.py RENAMES/REMOVALS_S1_S6. P labels as the page prints them (star below 0.05, 'ns' above), the predecessor's own ladder; all five figures compare identical.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, predecessor vs redraw, every write diverted","visualisation-only redraw; content identical to the predecessor, which drew the submitted panel"
